# kind	reading	output	frequency_rank	source
katakana	be	ベ	0	wanakana:5.3.1
katakana	bi	ビ	0	wanakana:5.3.1
katakana	bo	ボ	0	wanakana:5.3.1
katakana	bu	ブ	0	wanakana:5.3.1
katakana	ca	カ	0	wanakana:5.3.1
katakana	ce	ケ	0	wanakana:5.3.1
katakana	chi	チ	0	wanakana:5.3.1
katakana	ci	キ	0	wanakana:5.3.1
katakana	co	コ	0	wanakana:5.3.1
katakana	cu	ク	0	wanakana:5.3.1
katakana	da	ダ	0	wanakana:5.3.1
katakana	de	デ	0	wanakana:5.3.1
katakana	di	ヂ	0	wanakana:5.3.1
katakana	do	ド	0	wanakana:5.3.1
katakana	du	ヅ	0	wanakana:5.3.1
katakana	e	エ	0	wanakana:5.3.1
katakana	fu	フ	0	wanakana:5.3.1
katakana	ga	ガ	0	wanakana:5.3.1
katakana	ge	ゲ	0	wanakana:5.3.1
katakana	gi	ギ	0	wanakana:5.3.1
katakana	go	ゴ	0	wanakana:5.3.1
katakana	gu	グ	0	wanakana:5.3.1
katakana	ha	ハ	0	wanakana:5.3.1
katakana	he	ヘ	0	wanakana:5.3.1
katakana	hi	ヒ	0	wanakana:5.3.1
katakana	ho	ホ	0	wanakana:5.3.1
katakana	hu	フ	0	wanakana:5.3.1
katakana	i	イ	0	wanakana:5.3.1
katakana	ji	ジ	0	wanakana:5.3.1
katakana	ka	カ	0	wanakana:5.3.1
katakana	ke	ケ	0	wanakana:5.3.1
katakana	ki	キ	0	wanakana:5.3.1
katakana	ko	コ	0	wanakana:5.3.1
katakana	ku	ク	0	wanakana:5.3.1
katakana	la	ァ	0	wanakana:5.3.1
katakana	le	ェ	0	wanakana:5.3.1
katakana	li	ィ	0	wanakana:5.3.1
katakana	lo	ォ	0	wanakana:5.3.1
katakana	ltsu	ッ	0	wanakana:5.3.1
katakana	ltu	ッ	0	wanakana:5.3.1
katakana	lu	ゥ	0	wanakana:5.3.1
katakana	lwa	ヮ	0	wanakana:5.3.1
katakana	lya	ャ	0	wanakana:5.3.1
katakana	lye	ェ	0	wanakana:5.3.1
katakana	lyi	ィ	0	wanakana:5.3.1
katakana	lyo	ョ	0	wanakana:5.3.1
katakana	lyu	ュ	0	wanakana:5.3.1
katakana	ma	マ	0	wanakana:5.3.1
katakana	me	メ	0	wanakana:5.3.1
katakana	mi	ミ	0	wanakana:5.3.1
katakana	mo	モ	0	wanakana:5.3.1
katakana	mu	ム	0	wanakana:5.3.1
katakana	n	ン	0	wanakana:5.3.1
katakana	n'	ン	0	wanakana:5.3.1
katakana	na	ナ	0	wanakana:5.3.1
katakana	ne	ネ	0	wanakana:5.3.1
katakana	ni	ニ	0	wanakana:5.3.1
katakana	nn	ン	0	wanakana:5.3.1
katakana	no	ノ	0	wanakana:5.3.1
katakana	nu	ヌ	0	wanakana:5.3.1
katakana	o	オ	0	wanakana:5.3.1
katakana	pa	パ	0	wanakana:5.3.1
katakana	pe	ペ	0	wanakana:5.3.1
katakana	pi	ピ	0	wanakana:5.3.1
katakana	po	ポ	0	wanakana:5.3.1
katakana	pu	プ	0	wanakana:5.3.1
katakana	ra	ラ	0	wanakana:5.3.1
katakana	re	レ	0	wanakana:5.3.1
katakana	ri	リ	0	wanakana:5.3.1
katakana	ro	ロ	0	wanakana:5.3.1
katakana	ru	ル	0	wanakana:5.3.1
katakana	sa	サ	0	wanakana:5.3.1
katakana	se	セ	0	wanakana:5.3.1
katakana	shi	シ	0	wanakana:5.3.1
katakana	si	シ	0	wanakana:5.3.1
katakana	so	ソ	0	wanakana:5.3.1
katakana	su	ス	0	wanakana:5.3.1
katakana	ta	タ	0	wanakana:5.3.1
katakana	te	テ	0	wanakana:5.3.1
katakana	ti	チ	0	wanakana:5.3.1
katakana	to	ト	0	wanakana:5.3.1
katakana	tsu	ツ	0	wanakana:5.3.1
katakana	tu	ツ	0	wanakana:5.3.1
katakana	u	ウ	0	wanakana:5.3.1
katakana	vu	ヴ	0	wanakana:5.3.1
katakana	wa	ワ	0	wanakana:5.3.1
katakana	whu	ウ	0	wanakana:5.3.1
katakana	wo	ヲ	0	wanakana:5.3.1
katakana	wu	ウ	0	wanakana:5.3.1
katakana	xa	ァ	0	wanakana:5.3.1
katakana	xe	ェ	0	wanakana:5.3.1
katakana	xi	ィ	0	wanakana:5.3.1
katakana	xn	ン	0	wanakana:5.3.1
katakana	xo	ォ	0	wanakana:5.3.1
katakana	xtsu	ッ	0	wanakana:5.3.1
katakana	xtu	ッ	0	wanakana:5.3.1
katakana	xu	ゥ	0	wanakana:5.3.1
katakana	xwa	ヮ	0	wanakana:5.3.1
katakana	xya	ャ	0	wanakana:5.3.1
katakana	xye	ェ	0	wanakana:5.3.1
katakana	xyi	ィ	0	wanakana:5.3.1
katakana	xyo	ョ	0	wanakana:5.3.1
katakana	xyu	ュ	0	wanakana:5.3.1
katakana	ya	ヤ	0	wanakana:5.3.1
katakana	yi	イ	0	wanakana:5.3.1
katakana	yo	ヨ	0	wanakana:5.3.1
katakana	yu	ユ	0	wanakana:5.3.1
katakana	za	ザ	0	wanakana:5.3.1
katakana	ze	ゼ	0	wanakana:5.3.1
katakana	zi	ジ	0	wanakana:5.3.1
katakana	zo	ゾ	0	wanakana:5.3.1
katakana	zu	ズ	0	wanakana:5.3.1
